"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL63838","NS(=O)(=O)Oc1cccc(c1)C(=O)c2ccccc2","IC50","'='",5700,"nM",5.24,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136026","Inhibition of human steroid sulfatase compared to EMATE","Bioorg. Med. Chem. Lett.",2002,277.3,1.5
"CHEMBL1627606","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5c(Cl)cccc5Cl","IC50","'='",640,"nM",6.19,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,431.4,6.53
"CHEMBL1947225","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(OC(F)(F)F)c5","IC50","'='",74,"nM",7.13,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,495.56,5.49
"CHEMBL220493","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2OS(=O)(=O)N","IC50","'='",5000,"nM",5.3,"CHEMBL3559","Steryl-sulfatase","CHEMBL1138865","Inhibition of STS in placental microsomes by radiometric assay","J. Med. Chem.",2006,351.47,2.84
"CHEMBL1835542","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(cc34)[N+](=O)[O-])[C@@H]1CCC2=O","IC50","'='",17000,"nM",4.77,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,315.37,3.73
"CHEMBL1835543","C[C@]12CC[C@H]3[C@@H](CCc4c3cc(c(O)c4[N+](=O)[O-])[N+](=O)[O-])[C@@H]1CCC2=O","IC50","'='",26000,"nM",4.58,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,360.37,3.63
"CHEMBL1672977","NS(=O)(=O)Oc1ccc(CN(c2ccc(C#N)c(c2)c3ccccc3)n4cnnc4)cc1F","IC50","'='",2.3,"nM",8.64,"CHEMBL3559","Steryl-sulfatase","CHEMBL1671847","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S after 1 hr by scintillation spectrometry","ACS Med. Chem. Lett.",2011,464.48,3.01
"CHEMBL1672981","NS(=O)(=O)Oc1ccc(CN(c2ccc(C#N)c(c2)c3ccc(F)cc3)n4cnnc4)cc1","IC50","'='",55,"nM",7.26,"CHEMBL3559","Steryl-sulfatase","CHEMBL1671847","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S after 1 hr by scintillation spectrometry","ACS Med. Chem. Lett.",2011,464.48,3.01
"CHEMBL598628","NS(=O)(=O)Oc1ccc(cc1Cl)c2cc(Cn3cncn3)cc(c2)C#N","IC50","'='",6333,"nM",5.2,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,389.82,2.1
"CHEMBL609618","NS(=O)(=O)Oc1ccc(cc1)c2ccc(Cn3cncn3)cc2C#N","IC50","'='",28.6,"nM",7.54,"CHEMBL3559","Steryl-sulfatase","CHEMBL1157574","Inhibition of steroid sulfatase in human JEG3 cells by scintillation spectrometry","J. Med. Chem.",2010,355.38,1.45
"CHEMBL598199","NS(=O)(=O)Oc1ccc(cc1)c2cc(Cn3cncn3)ccc2C#N","IC50","'='",35,"nM",7.46,"CHEMBL3559","Steryl-sulfatase","CHEMBL1671847","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S after 1 hr by scintillation spectrometry","ACS Med. Chem. Lett.",2011,355.38,1.45
"CHEMBL1672975","NS(=O)(=O)Oc1ccc(cc1)c2cc(ccc2C#N)N(Cc3ccc(Br)cc3)n4cnnc4","IC50","'='",2900,"nM",5.54,"CHEMBL3559","Steryl-sulfatase","CHEMBL1671847","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S after 1 hr by scintillation spectrometry","ACS Med. Chem. Lett.",2011,525.39,3.63
"CHEMBL229993","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@H]2OC(=O)N","IC50","'='",40,"nM",7.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL1148769","Inhibition of steroid sulfatase in placental microsomes","J. Med. Chem.",2007,394.49,2.59
"CHEMBL1627640","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5cccc(F)c5","IC50","'='",130,"nM",6.89,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,380.5,5.36
"CHEMBL228914","Cc1ccc(O)c(C(=O)O)c1\C=N\NC(=S)NC2CCCCC2","IC50","'='",2500,"nM",5.6,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,335.43,2.53
"CHEMBL137392","CC(C)(C)C1=CC(=O)c2cc(OS(=O)(=O)N)ccc2O1","IC50","'='",22,"nM",7.66,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,297.33,1.67
"CHEMBL3806018","COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)Cc5ccc(cc5)C(C)(C)C)[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",0.04,"nM",10.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase (unknown origin) transfected in HEK293 cells using E1S as substrate","Eur. J. Med. Chem.",2016,527.73,5.4
"CHEMBL1945895","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccccc5","IC50","'='",343,"nM",6.46,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,411.57,4.6
"CHEMBL1945899","CCCc1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",44,"nM",7.36,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,453.65,5.55
"CHEMBL366014","CCc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",1000,"nM",6,"CHEMBL3559","Steryl-sulfatase","CHEMBL1144440","Inhibitory concentration against steroid sulfatase in placental microsomes","J. Med. Chem.",2005,379.52,3.05
"CHEMBL1672976","NS(=O)(=O)Oc1ccc(CN(c2ccc(C#N)c(c2)c3ccccc3)n4cnnc4)cc1","IC50","'='",17,"nM",7.77,"CHEMBL3559","Steryl-sulfatase","CHEMBL1671847","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S after 1 hr by scintillation spectrometry","ACS Med. Chem. Lett.",2011,446.49,2.87
"CHEMBL1672980","COc1ccc(cc1)c2cc(ccc2C#N)N(Cc3ccc(OS(=O)(=O)N)cc3)n4cnnc4","IC50","'='",22,"nM",7.66,"CHEMBL3559","Steryl-sulfatase","CHEMBL1671847","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S after 1 hr by scintillation spectrometry","ACS Med. Chem. Lett.",2011,476.52,2.88
"CHEMBL27864","COc1c2CCc3cc(\C=N\N=C(/S)\NCC(C)C)c(C(=O)O)c(O)c3c2c(O)c4C(=O)c5cc(O)c(C)c(O)c5C(=O)c14","IC50","'='",11000,"nM",4.96,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,619.65,3.93
"CHEMBL26414","COc1c2CCc3cc(\C=N\N=C(/S)\Nc4ccccc4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",4800,"nM",5.32,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,639.64,4.8
"CHEMBL137708","NS(=O)(=O)Oc1ccc2OC(CC(O)c2c1)C34CC5CC(CC(C5)C3)C4","IC50","'='",291,"nM",6.54,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,379.48,2.67
"CHEMBL137391","CC1(C)C(C2=CC(=O)c3cc(OS(=O)(=O)N)ccc3O2)C1(C)C","IC50","'='",45,"nM",7.35,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145899","Inhibition of steroid sulfatase","J. Med. Chem.",2003,337.4,2.52
"CHEMBL286712","CCC(CC)\N=C(/S)\N\N=C\c1cc2CCc3c(OC)c4C(=O)c5c(O)c(C)c(O)cc5C(=O)c4c(O)c3c2c(O)c1C(=O)O","IC50","'='",18000,"nM",4.75,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,633.68,4.46
"CHEMBL137217","CC(C)(C)C1=CC(=O)c2cc(OS(=O)(=O)N)ccc2S1","IC50","'='",5.6,"nM",8.25,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,313.4,2.14
"CHEMBL27368","COc1c2CCc3cc(\C=N\N=C(/S)\NC4CCCCCCC4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",15000,"nM",4.82,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,673.74,5.39
"CHEMBL137692","CCCCCCCCCC1=CC(=O)c2cc(OS(=O)(=O)N)ccc2O1","IC50","'='",403,"nM",6.39,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,367.47,3.67
"CHEMBL137707","CCCCCCCCC(C)(C)C1=CC(=O)c2cc(OS(=O)(=O)N)ccc2O1","IC50","'='",78,"nM",7.11,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145899","Inhibition of steroid sulfatase","J. Med. Chem.",2003,395.52,4.4
"CHEMBL1627433","CCCCCC[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C","IC50","'='",930,"nM",6.03,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,356.55,5.95
"CHEMBL434211","COc1ccc(cc1)C(=O)c2cccc(OS(=O)(=O)N)c2","IC50","'='",6900,"nM",5.16,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136026","Inhibition of human steroid sulfatase compared to EMATE","Bioorg. Med. Chem. Lett.",2002,307.33,1.51
"CHEMBL1627869","CSP(=O)(O)Oc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2c1","IC50","'='",43000,"nM",4.37,"CHEMBL3559","Steryl-sulfatase","CHEMBL1127473","Tested for inhibition of estrone sulfatase in placental microsomal preparation (100000 g pellet) using substrate concentration of 20 uM","J. Med. Chem.",1994,380.45,4.95
"CHEMBL1627878","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccccc5","IC50","'='",0.39,"nM",9.41,"CHEMBL3559","Steryl-sulfatase","CHEMBL1132251","Compound was tested for its ability to inhibit human embryonal kidney cell derived steroid sulfatase activity in transforming [3H]E1S (estrone sulfate) to E1","J. Med. Chem.",1999,441.59,4.1
"CHEMBL376171","CCCCNC(=S)N\N=C\c1cccc(c1)C(=O)O","IC50","'='",58000,"nM",4.24,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,279.37,1.98
"CHEMBL77121","CCCOC(=O)c1ccc(OS(=O)(=O)N)cc1","IC50","'='",13200,"nM",4.88,"CHEMBL3559","Steryl-sulfatase","CHEMBL1147419","Inhibition of estrone sulfatase","Bioorg. Med. Chem. Lett.",2004,259.28,0.84
"CHEMBL332811","FC(F)(F)c1ccc(cc1)S(=O)(=O)NC(=O)N2[C@@H]3CC[C@H]2C[C@H](C3)OC(=O)Cc4ccccc4","IC50","'='",7470,"nM",5.13,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136312","Inhibitory activity against Steroid sulfatase expressed in CHO cells","Bioorg. Med. Chem. Lett.",2003,496.51,3.89
"CHEMBL24119","NS(=O)(=O)Oc1ccc(cc1)C#N","IC50","'='",3e+05,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135300","In vitro inhibition of estrone sulfatase.","Bioorg. Med. Chem. Lett.",2002,198.2,0.14
"CHEMBL182155","CC(C)(C)OC(=O)N1CCC(CC1)C(=O)NS(=O)(=O)Cc2ccccc2","IC50","'='",1790,"nM",5.75,"CHEMBL3559","Steryl-sulfatase","CHEMBL1144338","Inhibitory constant against human steroid sulfatase","Bioorg. Med. Chem. Lett.",2005,382.48,2.28
"CHEMBL389320","COc1cc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2cc1OS(=O)(=O)N)OC(=O)N","IC50","'='",520,"nM",6.28,"CHEMBL3559","Steryl-sulfatase","CHEMBL1148769","Inhibition of steroid sulfatase in placental microsomes","J. Med. Chem.",2007,424.52,2.6
"CHEMBL228916","OC(=O)c1c(O)c(O)ccc1\C=N\NC(=S)NC2CCCCC2","IC50","'='",4500,"nM",5.35,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,337.4,1.93
"CHEMBL228915","COc1ccc(\C=N\NC(=S)NC2CCCCC2)c(C(=O)O)c1O","IC50","'='",20000,"nM",4.7,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,351.43,2.23
"CHEMBL375730","COc1ccc(C)c(\C=N\NC(=S)NC2CCCCC2)c1C(=O)O","IC50","'='",35000,"nM",4.46,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,349.46,2.83
"CHEMBL375729","Cc1ccc(\C=N\NC(=S)NC2CCCCC2)c(C(=O)O)c1O","IC50","'='",730,"nM",6.14,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,335.43,2.53
"CHEMBL137156","NS(=O)(=O)Oc1ccc2OC(=CC(=O)c2c1)Cc3ccccc3","IC50","'='",1620,"nM",5.79,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,331.35,1.97
"CHEMBL137513","NS(=O)(=O)Oc1ccc2C(=O)C(=COc2c1)C3CCCCC3","IC50","'='",50,"nM",7.3,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,323.37,2.42
"CHEMBL1627871","CCCC[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C","IC50","'='",3490,"nM",5.46,"CHEMBL3559","Steryl-sulfatase","CHEMBL1131367","Estrone-sulfatase activity against homogenized human JEG-3 cells was determined by measuring the [3H]E1 obtained from [3H]E1S","Bioorg. Med. Chem. Lett.",1998,328.5,5.17
"CHEMBL479551","NS(=O)(=O)Oc1ccc(cc1Cl)C(c2ccc(cc2)C#N)n3cncn3","IC50","'='",920,"nM",6.04,"CHEMBL3559","Steryl-sulfatase","CHEMBL1155113","Inhibition of steroid sulfatase activity in human JEG3 cells","J. Med. Chem.",2008,389.82,2.02
"CHEMBL342715","NS(=O)(=O)Oc1ccc2OC(CC(O)c2c1)C3CCCCC3","IC50","'='",24300,"nM",4.61,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,327.4,2.03
"CHEMBL333727","Clc1ccc(cc1)S(=O)(=O)NC(=O)NN2[C@@H]3CC[C@H]2C[C@H](C3)OC(=O)Cc4ccccc4","IC50","'='",3840,"nM",5.42,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136312","Inhibitory activity against Steroid sulfatase expressed in CHO cells","Bioorg. Med. Chem. Lett.",2003,477.97,3.02
"CHEMBL408967","COc1cc2[C@H]3CC[C@]4(C)[C@@H](CC#N)CC[C@H]4[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",130,"nM",6.89,"CHEMBL3559","Steryl-sulfatase","CHEMBL1142356","Inhibition of steroid sulfatase-mediated conversion of [3H]E1S to E1","J. Med. Chem.",2008,404.53,3.66
"CHEMBL287279","Cc1cccc(OS(=O)(=O)N)c1","IC50","'='",2089000,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135300","In vitro inhibition of estrone sulfatase.","Bioorg. Med. Chem. Lett.",2002,187.22,0.58
"CHEMBL1628091","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccc(Cl)c(Cl)c5","IC50","'='",80,"nM",7.1,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,431.4,6.53
"CHEMBL390717","COc1cc(CN(c2ccc(cc2)C#N)n3cnnc3)cc(Cl)c1OS(=O)(=O)N","IC50","'='",536,"nM",6.27,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145445","Inhibition of steroid sulfatase in JEG3 cell membrane","J. Med. Chem.",2007,434.87,1.86
"CHEMBL226736","COc1cc(CN(c2ccc(cc2)C#N)n3cnnc3)ccc1OS(=O)(=O)N","IC50","'='",380,"nM",6.42,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145445","Inhibition of steroid sulfatase in JEG3 cell membrane","J. Med. Chem.",2007,400.42,1.21
"CHEMBL26970","COc1c2CCc3cc(\C=N\N=C(/S)\Nc4ccc(C)cc4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",12000,"nM",4.92,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,653.67,5.11
"CHEMBL322322","NS(=O)(=O)Oc1ccc(CN(c2ccc(cc2)C#N)n3cnnc3)cc1Cl","IC50","'='",20,"nM",7.7,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136793","In vitro inhibition of [6,7-3H]E1S binding to steroid sulfatase in JEG-3 human placental carcinoma cells","J. Med. Chem.",2003,404.84,1.86
"CHEMBL26041","COc1c2CCc3cc(\C=N\N=C(/S)\N4CCCCC4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",8000,"nM",5.1,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,631.66,4.17
"CHEMBL1627417","CCCCCCC[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C","IC50","'='",780,"nM",6.11,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,370.58,6.34
"CHEMBL376176","OC(=O)c1cccc(\C=N\NC(=S)NC2CCCCCC2)c1","IC50","'='",4000,"nM",5.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,319.43,2.91
"CHEMBL65446","COc1ccccc1C(=O)c2ccc(OS(=O)(=O)N)cc2","IC50","'='",4800,"nM",5.32,"CHEMBL3559","Steryl-sulfatase","CHEMBL1136026","Inhibition of human steroid sulfatase compared to EMATE","Bioorg. Med. Chem. Lett.",2002,307.33,1.51
"CHEMBL229010","Oc1ccc(\C=N\NC(=S)NC2CCCCC2)cc1","IC50","'='",2300,"nM",5.64,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,277.39,2.52
"CHEMBL435988","CCCCCC12CCC(CC1)(CC2)C3=CC(=O)c4cc(OS(=O)(=O)N)ccc4O3","IC50","'='",11,"nM",7.96,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135790","Inhibitory activity against purified human steroid sulfatase (STS)","J. Med. Chem.",2002,419.54,4.55
"CHEMBL1945894","Cc1ccc(cc1)S(=O)(=O)O[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",293,"nM",6.53,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,426.58,5.33
"CHEMBL1945903","CC(C)(C)c1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@]23C","IC50","'='",18,"nM",7.75,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,467.68,5.89
"CHEMBL1945906","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc6ccccc6c5","IC50","'='",20,"nM",7.7,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,461.63,5.75
"CHEMBL1945909","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5ccc(Br)cc5","IC50","'='",190,"nM",6.72,"CHEMBL3559","Steryl-sulfatase","CHEMBL1944519","Inhibition of steroid sulfatase using 4-methylumbelliferyl sulfate as substrate after 10 mins by spectrofluorimeter plate reader","Bioorg. Med. Chem.",2012,490.46,5.36
"CHEMBL1628113","C[C@]12CC[C@H]3[C@@H](CCc4cc(O[P@](=O)(C)S)ccc34)[C@@H]1CCC2=O","IC50","'='",43000,"nM",4.37,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,364.45,5.24
"CHEMBL229061","COC(=O)c1ccccc1\C=N\NC(=S)NC2CCCCC2","IC50","'='",13000,"nM",4.89,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,319.43,2.6
"CHEMBL359751","COc1ccc(cc1)S(=O)(=O)NC(=O)C2CCN(CC2)C(=O)OC(C)(C)C","IC50","'='",2800,"nM",5.55,"CHEMBL3559","Steryl-sulfatase","CHEMBL1144338","Inhibitory constant against human steroid sulfatase","Bioorg. Med. Chem. Lett.",2005,398.48,2.15
"CHEMBL179014","COc1ccc(OC)c(c1)S(=O)(=O)NC(=O)C2CCN(CC2)C(=O)OC(C)(C)C","IC50","'='",1900,"nM",5.72,"CHEMBL3559","Steryl-sulfatase","CHEMBL1144338","Inhibitory constant against human steroid sulfatase","Bioorg. Med. Chem. Lett.",2005,428.51,2.16
"CHEMBL228317","CCCCCCNC(=S)N\N=C\c1cccc(c1)C(=O)O","IC50","'='",12000,"nM",4.92,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,307.42,2.76
"CHEMBL228543","CCOC(=O)c1ccc(O)c(\C=N\NC(=S)NC2CCCCC2)c1","IC50","'='",5000,"nM",5.3,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,349.46,2.7
"CHEMBL366144","CCOc1cc2[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",890,"nM",6.05,"CHEMBL3559","Steryl-sulfatase","CHEMBL1144440","Inhibitory concentration against steroid sulfatase in placental microsomes","J. Med. Chem.",2005,393.51,3.09
"CHEMBL26647","COc1c2CCc3cc(\C=N\N=C(/S)\NC(C)(C)C)c(C(=O)O)c(O)c3c2c(O)c4C(=O)c5cc(O)c(C)c(O)c5C(=O)c14","IC50","'='",25000,"nM",4.6,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,619.65,4.07
"CHEMBL1627728","C[C@]12CC[C@H]3[C@@H](CCc4cc(OC=O)ccc34)[C@@H]1CCC2=O","IC50","'='",420,"nM",6.38,"CHEMBL3559","Steryl-sulfatase","CHEMBL1137040","Inhibition of purified human steroid sulfatase","Bioorg. Med. Chem. Lett.",2004,298.38,3.65
"CHEMBL3622011","NS(=O)(=O)Oc1ccc2C3=C(CCCCCCC3)C(=O)Oc2c1","IC50","'='",2.4,"nM",8.62,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,337.4,2.42
"CHEMBL3622015","NS(=O)(=O)Oc1ccc2C3=C(CCCCCCCCCCC3)C(=O)Oc2c1","IC50","'='",75,"nM",7.12,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,393.51,3.98
"CHEMBL27057","COc1c2CCc3cc(\C=N\N=C(/S)\NC4CC4)c(C(=O)O)c(O)c3c2c(O)c5C(=O)c6cc(O)c(C)c(O)c6C(=O)c15","IC50","'='",22000,"nM",4.66,"CHEMBL3559","Steryl-sulfatase","CHEMBL1135104","Inhibitory activity againist Estrone sulfatase from MCF-7 cells (placental microsomes)","Bioorg. Med. Chem. Lett.",2002,603.61,3.44
